timestamp;algorithm;structure;size;dataType;distribution;iterations;pivot;shellParam;type;duration_us;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1342;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1350;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1367;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1349;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1466;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1372;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1390;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1353;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1353;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1354;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1355;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1359;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1371;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1337;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1388;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1358;;;;;;
